Id_Funcionario,Idade,Valor Diaria,Indice_Envolvimento_Trabalho,Nivel_Satisfacao_Trabalho,Salario_Mensal,Numero_Empresas_Anteriores,Disponivel_Hora_Extra,Percentual_Ultimo_Aumento_Salario,Aval_Performance,Anos_Experiencia,Numero_Treinamentos_Ano_Anterior,Anos_na_Empresa,Anos_Funcao_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual,Promocao_Recomendada,Id_Funcao,Id_Departamento,Id_Viagem,Id_Genero,Id_Estado_Civil
395,28,1117,3,4,3310,1,N,21,4,5,3,5,3,0,2,Não,1,1,1,1,1
396,49,636,3,1,18665,9,S,11,3,22,4,3,2,1,2,Não,6,1,2,1,1
397,36,506,3,2,4485,4,N,12,3,10,2,8,0,7,7,Sim,1,1,1,2,1
399,31,444,3,2,2789,1,N,11,3,2,5,2,2,2,2,Não,5,1,2,1,3
401,26,950,2,4,5828,1,S,12,3,8,0,8,7,7,4,Sim,1,1,1,2,1
403,37,889,3,4,2326,1,S,12,3,4,3,4,2,1,2,Não,1,1,2,2,2
404,42,555,3,2,13525,5,N,14,3,23,2,20,4,4,8,Não,1,1,2,1,2
405,18,230,3,3,1420,1,N,13,3,0,2,0,0,0,0,Não,2,1,1,2,1
406,35,1232,3,2,8020,0,N,15,3,12,3,11,9,6,9,Sim,1,1,1,2,2
407,36,566,4,4,3688,4,N,18,3,4,2,1,0,0,0,Não,2,1,2,2,2
408,51,1302,1,2,5482,5,N,18,3,13,3,4,1,1,2,Não,3,1,1,2,3
410,41,334,3,2,16015,1,N,19,3,22,2,22,10,0,4,Não,5,1,1,2,1
411,18,812,2,3,1200,1,N,12,3,0,2,0,0,0,0,Não,5,1,1,1,1
412,28,1476,4,1,5661,0,N,19,3,9,2,8,3,0,7,Não,4,1,1,2,1
416,31,218,4,4,6929,4,N,11,3,10,3,8,7,7,7,Sim,1,1,1,2,2
417,39,1132,4,4,9613,0,N,17,3,19,5,18,10,3,7,Não,4,1,1,2,3
419,36,1105,3,2,5674,7,N,15,3,11,3,9,8,0,8,Não,2,1,3,1,2
420,32,906,2,3,5484,1,N,14,3,13,3,13,8,4,8,Não,1,1,1,2,2
421,38,849,2,2,12061,3,N,17,3,19,2,10,8,0,1,Não,6,1,1,1,2
422,58,390,1,3,5660,2,S,13,3,12,2,5,3,1,2,Não,4,1,3,2,3
423,31,691,3,4,4821,0,S,12,3,6,4,5,2,0,3,Não,1,1,1,2,2
424,31,106,2,1,6410,3,N,12,3,9,1,2,2,1,0,Não,1,1,1,2,2
425,45,1249,3,1,5210,1,N,18,3,24,2,24,9,9,11,Sim,2,1,2,2,3
426,31,192,3,4,2695,0,S,18,3,3,2,2,2,2,2,Não,1,1,1,2,3
428,33,553,3,2,11878,6,N,11,3,12,2,10,6,8,8,Sim,5,1,2,1,2
429,39,117,3,1,17068,1,S,14,3,21,3,21,9,11,10,Sim,5,1,1,2,2
430,43,185,3,4,2455,0,N,19,3,9,5,8,7,1,7,Não,2,1,2,1,1
431,49,1091,2,3,13964,7,S,12,3,25,2,7,1,0,7,Não,4,1,1,1,1
433,52,723,2,2,4941,2,N,15,3,11,3,8,2,7,7,Sim,1,1,1,2,2
434,27,1220,3,2,2478,1,S,12,3,4,2,4,3,1,2,Não,1,1,1,1,1
436,32,588,2,2,5228,1,S,11,3,13,2,13,12,11,9,Sim,1,1,1,1,2
437,27,1377,3,3,4478,1,S,11,3,5,3,5,4,0,4,Não,1,1,1,2,1
438,31,691,3,4,7547,4,N,12,3,13,3,7,7,1,7,Não,1,1,1,2,3
439,32,1018,4,4,5055,7,N,16,3,10,0,7,7,0,7,Não,1,1,1,1,1
440,28,1157,1,4,3464,5,S,13,3,5,4,3,2,2,2,Não,1,1,1,2,2
441,30,1275,3,4,5775,1,N,13,3,11,2,10,8,1,9,Não,1,1,1,1,2
442,31,798,2,3,8943,1,N,24,4,10,2,10,9,8,9,Sim,3,1,2,1,2
444,39,672,2,4,19272,1,N,15,3,21,2,21,9,13,3,Sim,5,1,2,2,2
445,39,1162,3,3,5238,4,S,18,3,12,3,1,0,0,0,Não,1,1,1,1,2
446,33,508,2,4,4682,3,N,14,3,9,6,7,7,0,1,Não,1,1,2,2,1
447,47,1482,3,3,18300,4,N,11,3,21,2,3,2,1,1,Não,6,1,1,2,2
448,43,559,2,3,5257,1,N,11,3,9,3,9,7,0,0,Não,2,1,2,1,3
449,27,210,3,2,6349,0,S,13,3,6,0,5,4,1,4,Não,1,1,3,2,2
450,54,928,3,3,4869,3,N,12,3,20,4,4,3,0,3,Não,1,1,2,1,1
451,43,1001,3,1,9985,8,N,16,3,10,1,1,0,0,0,Não,4,1,1,1,2
452,45,549,3,4,3697,9,N,14,3,12,3,10,9,9,8,Sim,1,1,1,2,2
453,40,1124,1,4,7457,2,S,22,4,6,2,4,3,0,2,Não,1,1,1,2,2
454,29,318,1,1,2119,1,S,11,3,7,4,7,7,0,7,Não,2,1,1,2,2
455,29,738,2,4,3983,0,N,17,3,4,2,3,2,2,2,Não,2,1,1,2,1
456,30,570,2,3,6118,1,N,13,3,10,2,10,9,1,2,Não,1,1,1,1,3
458,27,1130,3,2,6214,1,N,18,3,8,3,8,7,0,7,Não,1,1,1,1,2
460,37,1192,3,4,6347,7,N,16,3,8,2,6,2,0,4,Não,3,1,1,2,3
461,38,343,2,4,11510,0,S,14,3,12,3,11,10,2,9,Não,6,1,1,2,3
462,31,1232,3,4,7143,1,S,14,3,11,2,11,9,4,10,Não,3,1,1,1,1
463,29,144,2,2,8268,1,S,14,3,7,2,7,7,1,7,Não,1,1,1,1,3
464,35,1296,3,2,8095,0,N,13,3,17,5,16,6,0,13,Não,3,1,1,2,1
465,23,1309,3,4,2904,1,N,12,3,4,2,4,2,0,2,Não,1,1,1,2,3
466,41,483,2,2,6032,6,S,15,3,8,3,5,4,1,2,Não,3,1,1,2,1
467,47,1309,3,3,2976,3,N,19,3,5,3,0,0,0,0,Não,5,1,2,2,1
468,42,810,3,4,15992,2,N,14,3,16,2,1,0,0,0,Não,6,1,1,1,1
469,29,746,3,3,4649,1,N,14,3,4,3,4,3,0,2,Não,1,1,3,2,2
470,42,544,3,3,2696,0,S,11,3,4,5,3,2,1,0,Não,1,1,1,2,3
471,32,1062,3,2,2370,1,N,13,3,8,4,8,0,0,7,Não,2,1,1,1,2
473,48,530,3,3,12504,3,N,21,4,15,3,0,0,0,0,Não,5,1,1,1,2
474,37,1319,4,1,5974,4,S,13,3,13,2,7,7,6,7,Sim,1,1,1,2,3
475,30,641,3,3,4736,7,S,12,3,4,2,2,2,2,2,Não,1,1,3,1,2
476,26,933,3,3,5296,1,N,17,3,8,3,8,7,7,7,Sim,1,1,1,2,2
477,42,1332,2,4,6781,3,N,23,4,14,6,1,0,0,0,Não,4,1,1,2,1
478,21,756,2,2,2174,1,S,11,3,3,3,3,2,1,2,Não,5,1,2,1,1
479,36,845,3,4,6653,4,N,15,3,7,6,1,0,0,0,Não,1,1,3,1,1
481,36,541,2,4,9699,4,N,11,3,16,2,13,9,1,12,Não,1,1,2,2,2
482,57,593,3,3,6755,2,N,11,3,15,2,3,2,1,2,Não,4,1,1,2,2
483,40,1171,4,3,2213,3,S,13,3,10,3,7,7,1,7,Não,2,1,1,1,2
484,21,895,3,4,2610,1,N,24,4,3,3,3,2,2,2,Não,5,1,3,2,1
485,33,350,3,3,2851,1,S,13,3,1,2,1,0,0,0,Não,5,1,1,1,1
486,37,921,3,1,3452,6,N,20,4,17,3,5,4,0,3,Não,2,1,1,1,2
487,46,1144,3,3,5258,2,N,14,3,7,2,1,0,0,0,Não,3,1,3,1,2
488,41,143,3,2,9355,1,N,18,3,8,5,8,7,7,7,Sim,1,1,2,2,1
491,50,1046,2,4,10496,6,N,15,3,20,2,4,3,1,3,Não,4,1,1,2,1
492,40,575,2,3,6380,2,S,12,3,8,6,6,4,1,0,Não,1,1,1,2,2
493,31,408,2,2,2657,0,S,16,3,3,5,2,2,2,2,Não,1,1,1,2,1
494,21,156,4,2,2716,1,N,15,3,1,0,1,0,0,0,Não,5,1,1,1,1
495,29,1283,3,4,2201,9,N,16,3,6,4,3,2,1,2,Não,1,1,1,2,1
496,35,755,2,2,6540,9,N,19,3,10,5,1,1,0,0,Não,4,1,1,2,1
497,27,1469,3,2,3816,1,N,11,3,5,2,5,2,0,4,Não,2,1,1,2,3
498,28,304,3,4,5253,1,N,16,3,7,1,7,5,0,7,Não,1,1,1,2,1
499,49,1261,2,3,10965,8,N,24,4,26,2,5,2,0,0,Não,4,1,1,2,1
500,51,1178,3,4,4936,4,N,11,3,18,2,7,7,0,7,Não,1,1,1,1,2
501,36,329,3,3,2543,4,N,13,3,6,3,2,2,2,2,Não,1,1,1,1,2
502,34,1362,4,4,5304,8,S,13,3,9,3,5,2,0,4,Não,1,1,3,2,1
505,55,1311,3,4,16659,2,S,13,3,30,2,5,4,1,2,Não,5,1,1,1,1
507,24,1371,3,3,4260,1,S,12,3,5,2,5,2,0,3,Não,1,1,1,1,3
508,30,202,3,2,2476,1,N,18,3,1,3,1,0,0,0,Não,5,1,1,2,2
510,26,575,3,1,3102,0,N,22,4,7,2,6,4,0,4,Não,1,1,2,2,1
511,22,253,3,2,2244,1,N,13,3,2,1,2,1,1,2,Não,1,1,1,1,2
513,36,164,2,3,7596,1,N,13,3,10,2,10,9,9,0,Sim,1,1,1,2,2
514,30,464,3,4,2285,9,S,23,4,3,4,1,0,0,0,Não,1,1,2,2,1
515,37,1107,3,1,3034,1,N,12,3,18,2,18,7,12,17,Sim,2,1,1,1,3
516,40,759,3,2,5715,7,N,12,3,8,5,5,4,1,3,Não,1,1,1,1,3
517,42,201,3,1,2576,3,N,16,3,8,5,5,2,1,2,Não,2,1,1,1,3
518,37,1305,3,2,4197,2,S,12,3,18,2,1,0,0,1,Não,3,1,1,2,1
520,43,982,2,2,14336,1,N,11,3,25,3,25,10,3,9,Não,6,1,1,2,3
521,40,555,2,3,3448,6,N,22,4,20,3,1,0,0,0,Não,2,1,1,1,2
522,54,821,3,1,19406,4,N,11,3,24,4,4,2,1,2,Não,6,1,1,2,2
523,34,1381,3,3,6538,9,N,15,3,6,3,3,2,1,2,Não,1,1,3,1,2
524,31,480,3,1,4306,1,N,12,3,13,5,13,10,3,12,Não,3,1,1,1,2
525,43,313,3,4,2258,7,N,20,4,8,1,3,2,1,2,Não,2,1,2,2,2
526,43,1473,3,3,4522,4,S,14,3,8,3,5,2,0,2,Não,4,1,1,1,3
527,25,891,2,4,4487,1,S,11,3,5,3,5,4,1,3,Não,1,1,1,1,1
529,37,1063,3,3,4449,3,S,15,3,15,2,13,11,10,7,Sim,1,1,3,1,2
530,31,329,2,1,2218,1,N,12,3,4,3,4,2,3,2,Não,2,1,1,2,2
531,39,1218,3,3,19197,1,S,14,3,21,3,21,8,1,6,Não,5,1,2,2,3
532,56,906,4,1,13212,9,N,11,3,36,0,7,7,7,7,Sim,1,1,2,1,2
533,30,1082,3,3,6577,0,N,11,3,6,6,5,4,4,4,Não,1,1,1,1,1
534,41,645,4,1,8392,1,N,16,3,10,2,10,7,0,7,Não,1,1,1,2,2
536,28,1300,3,1,4558,1,N,12,3,10,2,10,0,1,8,Não,2,1,1,2,3
538,25,688,3,1,4031,5,N,13,3,6,5,2,2,0,2,Não,2,1,1,2,2
543,52,319,2,3,7969,2,S,14,3,28,4,5,4,0,4,Não,3,1,1,2,2
544,45,192,3,4,2654,3,N,21,4,8,3,2,2,0,2,Não,1,1,1,2,2
546,52,1490,3,4,16555,2,N,13,3,31,2,5,2,1,4,Não,5,1,1,1,2
547,42,532,3,3,4556,2,N,11,3,19,3,5,4,0,2,Não,1,1,2,1,3
548,30,317,1,4,6091,2,N,20,4,11,2,5,4,0,2,Não,3,1,1,1,1
549,60,422,3,1,19566,5,N,11,3,33,5,29,8,11,10,Sim,5,1,1,1,2
550,46,1485,3,3,4810,2,N,14,3,19,5,10,7,0,8,Não,3,1,1,1,3
551,42,1368,2,4,4523,0,N,11,3,7,4,6,5,0,4,Não,4,1,2,1,2
554,24,1448,3,2,3202,1,S,16,3,6,4,5,3,1,4,Não,5,1,1,1,1
555,34,296,1,3,2351,0,N,16,3,3,3,2,2,1,0,Não,5,1,2,1,3
556,38,1490,3,4,1702,1,S,23,4,1,3,1,0,0,0,Não,2,1,2,2,2
558,40,1398,3,3,18041,0,N,14,3,21,2,20,15,1,12,Não,5,1,1,1,2
560,26,1349,3,4,2886,1,N,22,4,3,3,3,2,0,2,Não,1,1,1,1,3
562,30,1400,3,4,2097,4,N,15,3,9,3,5,3,1,4,Não,2,1,3,2,2
564,29,986,2,3,11935,1,N,18,3,10,2,10,2,0,7,Não,6,1,1,2,2
565,29,408,2,2,2546,5,N,16,3,6,2,2,2,1,1,Não,1,1,1,1,2
566,19,489,2,4,2564,1,N,12,3,1,3,1,0,0,0,Não,1,1,1,2,1
567,30,1398,3,1,8412,0,N,11,3,10,3,9,8,7,8,Sim,1,1,3,1,2
568,57,210,2,4,14118,3,N,12,3,32,3,1,0,0,0,Não,5,1,1,2,3
569,50,1099,2,3,17046,0,N,15,3,28,2,27,10,15,7,Sim,5,1,1,2,2
571,30,1116,3,4,2564,0,N,14,3,12,2,11,7,6,7,Sim,2,1,3,1,1
573,60,1499,2,1,10266,4,N,19,3,22,5,18,13,13,11,Sim,1,1,2,1,2
574,47,983,3,4,5070,5,N,13,3,20,2,5,0,0,4,Não,3,1,1,1,3
575,46,1009,3,3,17861,6,N,13,3,26,2,3,2,0,1,Não,6,1,1,2,2
577,35,144,1,3,4230,0,N,15,3,6,2,5,4,4,3,Não,2,1,1,2,1
578,54,548,3,3,3780,7,N,11,3,19,3,1,0,0,0,Não,2,1,1,1,1
579,34,1303,2,3,2768,3,N,12,3,14,3,7,3,5,7,Sim,1,1,1,2,3
580,46,1125,2,4,9071,2,S,19,3,15,3,3,2,1,2,Não,1,1,1,1,2
581,31,1274,3,2,10648,1,N,25,4,13,6,13,8,0,8,Não,3,1,1,2,3
582,33,1277,3,3,13610,7,S,12,3,15,2,7,6,7,7,Sim,5,1,1,2,2
584,33,587,1,4,3408,7,N,13,3,8,2,4,3,1,3,Não,2,1,1,2,3
585,30,413,3,2,2983,0,N,14,3,4,3,3,2,1,2,Não,5,1,1,2,1
586,35,1276,3,3,7632,4,S,12,3,10,2,8,7,0,0,Não,4,1,1,2,2
587,31,534,3,3,9824,3,N,12,3,12,2,1,0,0,0,Não,4,1,2,2,2
590,34,988,3,1,9950,9,S,15,3,11,2,3,2,0,2,Não,1,1,2,1,3
591,42,1474,3,3,2093,4,N,17,3,8,4,2,2,2,0,Não,2,1,2,2,2
592,36,635,3,4,9980,1,N,14,3,10,3,10,3,9,7,Sim,1,1,3,2,1
593,22,1368,2,3,3894,5,N,16,3,4,3,2,2,1,2,Não,2,1,2,2,1
595,48,163,3,4,4051,2,N,14,3,14,2,9,7,6,7,Sim,1,1,1,1,2
597,55,1117,3,2,16835,3,N,23,4,37,2,10,9,7,7,Sim,5,1,1,1,1
599,41,267,3,4,6230,7,N,14,3,16,3,14,3,1,10,Não,1,1,3,2,1
600,35,619,3,3,4717,9,N,11,3,15,2,11,9,6,9,Sim,1,1,1,2,2
601,40,302,3,3,13237,7,N,15,3,22,3,20,6,5,13,Sim,3,1,1,1,1
602,39,443,3,3,3755,1,N,11,3,8,3,8,3,0,7,Não,2,1,2,1,2
604,31,828,3,4,6582,4,S,13,3,10,2,6,5,0,5,Não,1,1,1,2,1
605,42,319,3,1,7406,1,S,21,4,10,5,10,9,5,8,Sim,3,1,1,2,2
606,45,561,3,2,4805,0,N,19,3,9,3,8,7,3,7,Não,1,1,1,2,2
608,26,426,3,3,2741,0,S,11,3,8,2,7,7,1,0,Não,1,1,2,1,3
611,29,232,3,4,4262,4,N,12,3,8,2,3,2,1,2,Não,3,1,1,2,3
612,33,922,4,3,16184,4,N,19,3,10,2,6,1,0,5,Não,6,1,1,1,3
613,31,688,2,4,11557,9,N,21,4,10,3,5,4,0,1,Não,5,1,1,2,3
614,18,1306,3,2,1878,1,S,14,3,0,3,0,0,0,0,Não,5,1,2,2,1
615,40,1094,1,1,10932,3,N,15,3,20,2,1,0,0,1,Não,1,1,3,2,3
616,41,509,2,3,6811,2,S,17,3,10,3,8,7,0,7,Não,4,1,3,1,1
618,26,775,3,3,4306,5,N,12,3,8,5,0,0,0,0,Não,1,1,1,2,3
620,35,195,3,3,4859,1,N,16,3,5,3,5,4,0,3,Não,1,1,1,1,1
621,34,258,4,4,5337,1,N,12,3,10,3,10,7,5,7,Sim,1,1,1,2,1
622,26,471,1,4,2340,1,S,18,3,1,3,1,0,0,0,Não,2,1,1,2,1
623,37,799,3,4,7491,4,N,17,3,12,3,6,5,1,2,Não,3,1,1,1,1
624,46,1034,3,3,10527,5,N,11,3,28,3,2,2,1,2,Não,4,1,2,1,2
625,41,1276,3,1,16595,7,N,16,3,22,2,18,16,11,8,Sim,5,1,1,1,2
626,37,142,3,2,8834,1,N,13,3,9,6,9,5,7,7,Sim,1,1,3,2,3
630,52,956,3,1,5577,3,S,12,3,18,3,10,9,6,9,Sim,1,1,1,2,3
631,32,1474,4,3,4707,8,N,12,3,6,2,4,2,1,2,Não,1,1,3,2,2
632,24,535,3,4,2400,0,N,13,3,3,3,2,2,2,1,Não,5,1,2,2,2
634,38,1495,3,3,9824,3,N,19,3,18,4,1,0,0,0,Não,4,1,1,1,2
635,37,446,3,2,6447,6,N,12,3,8,2,6,5,4,3,Não,3,1,1,1,2
638,49,1245,2,3,19502,1,S,17,3,31,5,31,9,0,9,Não,6,1,1,2,3
639,24,691,4,4,2725,1,S,11,3,6,3,6,5,1,4,Não,1,1,1,2,2
641,26,703,3,2,6272,1,N,20,4,6,5,5,3,1,4,Não,1,1,1,2,2
643,24,823,2,2,2127,1,N,21,4,1,2,1,0,0,0,Não,2,1,1,2,2
644,50,1246,3,2,18200,1,N,11,3,32,2,32,5,10,7,Sim,5,1,2,2,2
645,25,622,3,3,2096,1,N,11,3,7,1,7,4,0,6,Não,5,1,1,2,2
647,24,1287,3,3,2886,1,S,16,3,6,4,6,3,1,2,Não,2,1,2,1,2
648,30,448,2,1,2033,1,N,18,3,1,2,1,0,0,0,Não,5,1,2,2,2
649,34,254,2,4,3622,1,S,13,3,6,3,6,5,1,3,Não,1,1,1,2,2
650,31,1365,3,1,4233,2,N,17,3,9,2,3,1,1,2,Não,1,1,1,2,3
652,35,538,2,4,3681,4,N,14,3,9,3,3,2,0,2,Não,2,1,1,2,1
653,31,525,4,4,5460,4,N,22,4,13,4,7,7,5,7,Sim,1,1,1,2,3
655,27,798,2,3,2187,0,N,12,3,6,5,5,3,0,3,Não,1,1,1,1,3
656,37,558,3,3,9602,4,S,11,3,17,3,3,0,1,0,Não,1,1,1,2,2
657,20,959,2,2,2836,1,N,13,3,1,0,1,0,0,0,Não,1,1,1,1,1
659,42,622,3,4,4089,1,N,13,3,10,4,10,2,2,2,Não,4,1,1,1,2
661,43,782,2,4,16627,4,S,14,3,21,3,1,0,0,0,Não,6,1,1,2,3
662,38,362,3,1,2619,3,N,17,3,8,3,0,0,0,0,Não,1,1,1,1,1
663,43,1001,3,3,5679,3,S,13,3,10,3,8,7,4,7,Não,2,1,2,2,3
664,48,1236,2,1,15402,7,N,11,3,21,3,3,2,0,2,Não,5,1,1,1,2
665,44,1112,2,3,5985,4,N,11,3,10,1,2,2,0,2,Não,1,1,1,1,1
666,34,204,3,3,2579,1,S,18,3,8,3,8,2,0,6,Não,5,1,1,1,3
667,27,1420,3,1,3041,0,N,11,3,5,3,4,3,0,2,Não,5,1,1,2,3
669,21,1343,3,3,3447,1,N,11,3,3,2,3,2,1,2,Não,5,1,1,2,1
671,44,1315,3,4,19513,4,S,12,3,26,2,2,2,0,1,Não,5,1,1,2,2
675,22,604,3,3,2773,0,N,20,4,3,3,2,2,2,2,Não,1,1,1,2,2
677,33,1216,3,3,7104,0,N,12,3,6,3,5,0,1,2,Não,1,1,1,2,3
679,32,646,3,4,6322,1,S,12,3,6,2,6,4,0,5,Não,1,1,1,1,2
680,30,160,3,3,2083,1,N,20,4,1,2,1,0,0,0,Não,1,1,2,1,3
682,53,238,3,1,8381,7,N,20,4,18,2,14,7,8,10,Sim,1,1,1,1,1
683,34,1397,3,4,2691,1,N,12,3,10,4,10,9,8,8,Sim,1,1,1,2,2
684,45,306,3,1,4286,2,N,14,3,5,4,1,1,0,0,Não,1,1,2,1,2
686,26,991,3,4,2659,1,S,13,3,3,2,3,2,0,2,Não,2,1,1,1,2
689,37,482,3,3,9434,1,N,15,3,10,2,10,7,7,8,Sim,3,1,1,2,2
690,29,1176,3,3,5561,1,N,14,3,6,5,6,0,1,2,Não,1,1,1,1,2
691,35,1017,1,4,6646,1,N,13,3,17,3,17,11,11,8,Sim,1,1,1,2,1
692,33,1296,3,4,7725,3,N,23,4,15,2,13,11,4,7,Não,4,1,2,2,3
698,54,397,3,2,10725,2,N,15,3,16,1,9,7,7,1,Sim,1,1,1,2,2
699,36,913,2,2,8847,2,S,11,3,13,2,3,2,0,2,Não,3,1,1,2,3
700,27,1115,2,4,2045,0,N,13,3,5,0,4,2,1,1,Não,1,1,1,2,1
701,20,1362,3,3,1009,1,S,11,3,1,5,1,0,1,1,Não,1,1,1,2,1
702,33,1076,3,1,3348,1,S,11,3,10,3,10,8,9,7,Sim,1,1,2,2,1
704,35,727,2,3,1281,1,N,18,3,1,3,1,0,0,0,Não,2,1,3,2,2
705,23,885,4,1,2819,2,N,16,3,5,3,3,2,0,2,Não,1,1,1,2,2
707,25,810,4,2,4851,0,N,22,4,4,4,3,2,1,2,Não,1,1,1,2,2
709,38,243,2,4,4028,0,N,20,4,8,2,7,7,0,5,Não,1,1,1,1,1
710,29,806,1,4,2720,1,N,18,3,10,5,10,7,2,8,Não,1,1,2,2,3
712,48,817,4,2,8120,3,N,12,3,12,3,2,2,2,2,Não,1,1,1,2,2
714,27,1410,4,4,4647,1,S,20,4,6,3,6,5,0,4,Não,1,1,2,1,3
715,37,1225,4,4,4680,3,N,17,3,4,2,1,0,0,0,Não,1,1,1,2,1
716,50,1207,4,3,3221,1,S,11,3,20,3,20,8,3,8,Não,2,1,1,2,2
717,34,1442,2,2,8621,1,N,14,3,9,3,8,7,7,7,Sim,4,1,1,1,1
720,24,693,3,3,4577,9,N,14,3,4,3,2,2,2,0,Não,1,1,1,1,1
721,39,408,2,3,4553,1,N,11,3,20,4,20,7,11,10,Sim,4,1,1,1,1
722,32,929,3,4,5396,1,N,12,3,10,2,10,7,0,8,Não,1,1,1,2,1
723,50,562,3,3,6796,3,S,14,3,18,4,4,3,1,3,Não,1,1,2,2,2
724,38,827,4,4,7625,0,N,13,3,10,4,9,7,1,8,Não,4,1,1,1,1
725,27,608,3,1,7412,1,N,11,3,9,3,9,7,0,7,Não,3,1,1,1,2
727,32,1018,3,4,11159,3,N,15,3,10,6,7,7,7,7,Sim,6,1,1,1,1
728,47,703,3,1,4960,2,N,12,3,20,2,7,7,1,7,Não,1,1,1,2,1
729,40,580,2,1,10475,5,S,21,4,20,2,18,13,1,12,Não,1,1,2,2,2
730,53,970,4,3,14814,3,N,19,3,32,3,5,1,1,3,Não,6,1,1,2,2
731,41,427,2,4,19141,3,N,15,3,23,2,21,6,12,6,Sim,5,1,1,2,3
732,60,1179,3,1,5405,8,N,14,3,10,1,2,2,2,2,Não,1,1,1,2,1
733,27,294,3,1,8793,1,N,21,4,9,4,9,7,1,7,Não,3,1,2,2,3
734,41,314,2,3,19189,1,N,12,3,22,3,22,7,2,10,Não,5,1,1,2,2
738,50,316,3,2,3875,7,N,15,3,4,2,2,2,2,2,Não,5,1,1,2,2
741,28,654,1,2,2216,7,S,13,3,10,4,7,7,3,7,Não,1,1,1,1,1
742,36,427,4,1,11713,9,N,14,3,10,2,8,7,0,5,Não,6,1,3,1,2
743,38,168,3,3,7861,4,S,14,3,10,4,1,0,0,0,Não,3,1,1,1,1
744,44,381,1,3,3708,2,N,14,3,9,5,5,2,1,4,Não,2,1,3,2,1
746,47,217,3,3,13770,9,S,12,3,28,2,22,2,11,13,Sim,1,1,2,1,3
747,30,501,3,4,5304,7,N,23,4,10,2,8,7,7,7,Sim,1,1,1,2,3
749,29,1396,3,3,2642,1,N,11,3,1,6,1,0,0,0,Não,5,1,1,2,1
752,42,933,4,3,2759,6,S,12,3,7,2,2,2,2,2,Não,1,1,2,2,3
754,43,775,2,4,6804,3,N,18,3,7,5,2,2,2,2,Não,1,1,2,2,2
757,34,970,3,3,6142,3,N,11,3,10,2,5,1,4,3,Não,4,1,1,1,1
758,23,650,3,1,2500,1,N,14,3,5,2,4,3,0,2,Não,2,1,1,2,2
760,39,141,4,2,6389,9,N,15,3,12,3,8,3,3,6,Não,1,1,1,1,2
762,56,832,3,4,11103,7,N,11,3,30,1,10,7,1,1,Não,4,1,1,2,2
763,40,804,2,4,2342,0,S,20,4,5,2,4,2,2,3,Não,1,1,1,1,1
764,27,975,2,1,6811,8,N,19,3,9,2,7,6,0,7,Não,4,1,1,1,1
766,29,1090,3,2,2297,1,N,14,3,2,2,2,2,2,2,Não,5,1,1,2,3
769,53,346,3,4,2450,2,N,17,3,19,4,2,2,2,2,Não,2,1,1,2,1
771,35,1225,3,1,5093,2,N,11,3,16,2,1,0,0,0,Não,4,1,3,1,3
772,32,430,3,4,5309,1,N,15,3,10,2,10,8,4,7,Não,2,1,2,2,2
773,38,268,3,3,3057,6,S,13,3,6,0,1,0,0,1,Não,1,1,1,2,2
775,34,167,3,1,5121,3,N,14,3,7,3,0,0,0,0,Não,3,1,1,1,3
776,52,621,2,1,16856,1,N,11,3,34,3,34,6,1,16,Não,5,1,1,2,2
780,33,527,3,4,2686,1,S,13,3,10,2,10,9,7,8,Sim,1,1,1,2,1
781,25,883,3,4,6180,1,N,23,4,6,5,6,5,1,4,Não,1,1,1,1,1
783,45,954,1,3,6632,0,N,13,3,9,3,8,7,3,1,Não,5,1,1,2,1
784,23,310,4,3,3505,1,N,18,3,2,3,2,2,0,2,Não,1,1,1,2,1
785,47,719,4,3,6397,4,S,12,3,8,2,5,4,1,3,Não,1,1,2,1,1
786,34,304,3,4,6274,1,N,22,4,6,5,6,5,1,4,Não,1,1,1,2,1
787,55,725,3,1,19859,5,S,13,3,24,2,5,2,1,4,Não,5,1,1,2,2
789,36,1434,2,1,7587,1,N,15,3,10,1,10,7,0,9,Não,1,1,3,2,1
791,52,715,3,4,4258,0,N,18,3,5,3,4,3,1,2,Não,1,1,3,2,2
792,26,575,1,4,4364,3,N,14,3,5,2,2,2,2,0,Não,2,1,2,1,3
793,29,657,3,3,4335,4,N,12,3,11,3,8,7,1,1,Não,4,1,1,1,2
796,26,1146,2,1,5326,6,N,17,3,6,2,4,3,1,2,Não,1,1,1,2,1
797,34,182,4,4,3280,2,N,16,3,10,2,4,2,1,3,Não,1,1,1,1,1
799,54,376,3,1,5485,9,S,11,3,9,4,5,3,1,4,Não,3,1,1,1,3
800,27,829,3,4,4342,0,N,19,3,5,3,4,2,1,1,Não,1,1,2,2,2
802,37,571,3,1,2782,0,S,13,3,6,3,5,3,4,3,Não,1,1,1,1,3
803,38,240,4,1,5980,6,S,12,3,17,2,15,7,4,12,Não,3,1,2,1,1
804,34,121,2,1,4381,1,N,11,3,6,3,6,5,1,3,Não,1,1,1,1,1
805,35,384,3,4,2572,1,N,16,3,3,1,3,2,0,2,Não,5,1,1,1,2
806,30,921,1,3,3833,3,N,21,4,7,2,2,2,0,2,Não,2,1,1,2,2
807,40,791,4,2,4244,1,N,24,4,8,2,8,7,3,7,Não,4,1,2,1,2
808,34,1111,3,1,6500,5,N,17,3,6,1,3,2,1,2,Não,1,1,1,1,2
